Kira,Alan,Oda Sayısı,Banyo Sayısı,Bina Yaşı,Isıtma Tipi,Balkon Durumu,Eşya Durumu,Site İçerisinde
4750,80,2+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
5000,85,2+1,1,3,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
3000,90,2+1,1,5-10,Kombi Doğalgaz,Var,Eşyalı,Hayır
6500,125,3+1,2,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
5000,110,2+1,2,5-10,Merkezi (Pay Ölçer),Yok,Boş,Hayır
4750,100,2+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
6000,100,2+1,1,3,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
7000,140,3+1,2,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
5250,90,2+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
3750,90,2+1,1,3,Merkezi Doğalgaz,Var,Boş,Evet
2200,60,1+1,1,4,Kombi Doğalgaz,Yok,Boş,Hayır
5500,120,3+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
3500,53,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
3500,85,2+1,1,3,Merkezi Doğalgaz,Var,Eşyalı,Hayır
2300,55,2+1,1,3,Merkezi (Pay Ölçer),Yok,Boş,Hayır
3250,60,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
2500,50,1+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
5500,120,3+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
4500,90,2+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
3000,48,1 Oda,1,5-10,Merkezi Doğalgaz,Var,Eşyalı,Evet
3600,100,2+1,1,5-10,Merkezi Doğalgaz,Var,Eşyalı,Evet
5000,95,2+1,2,0 (Yeni),Merkezi Doğalgaz,Yok,Boş,Hayır
3500,65,1+1,1,0 (Yeni),Merkezi Doğalgaz,Yok,Boş,Hayır
3500,75,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
2750,99,2+1,1,5-10,Kombi Doğalgaz,Yok,Boş,Hayır
2750,100,2+1,1,5-10,Kombi Doğalgaz,Yok,Boş,Hayır
2500,90,2+1,1,0 (Yeni),Merkezi Doğalgaz,Yok,Boş,Hayır
2000,60,1+1,1,0 (Yeni),Merkezi Doğalgaz,Yok,Boş,Hayır
5000,70,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
4500,100,2+1,2,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Hayır
4000,63,1+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
7500,150,3+1,2,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
2700,96,2+1,2,5-10,Kombi Doğalgaz,Yok,Eşyalı,Hayır
5250,97,2+1,2,5-10,Merkezi (Pay Ölçer),Yok,Boş,Evet
2100,90,2+1,1,4,Kombi Doğalgaz,Yok,Boş,Hayır
2250,80,2+1,1,1,Kombi Doğalgaz,Var,Boş,Hayır
2700,80,1+1,1,0 (Yeni),Merkezi (Pay Ölçer),Yok,Boş,Evet
3950,65,1+1,1,1,Merkezi (Pay Ölçer),Yok,Boş,Hayır
4500,155,3+1,2,11-15,Kombi Doğalgaz,Yok,Boş,Hayır
4000,95,2+1,1,5-10,Merkezi (Pay Ölçer),Yok,Eşyalı,Evet
4500,100,2+1,1,4,Merkezi Doğalgaz,Yok,Eşyalı,Hayır
3600,88,1+1,1,5-10,Kombi Doğalgaz,Yok,Boş,Evet
3800,90,1+1,1,3,Kombi Doğalgaz,Yok,Boş,Hayır
5300,90,2+1,1,3,Merkezi (Pay Ölçer),Yok,Eşyalı,Hayır
